Word,CNC_M
annnoyed,3.743
detail,3.743
weak,3.743
feature,3.743
generation,3.743
cease,3.742
divert,3.742
gabbing,3.741
definition,3.735
educate,3.735
joke,3.735
lazy,3.735
near,3.735
revolve,3.735
send,3.735
spelling,3.735
struggle,3.735
sweetheart,3.735
investigation,3.727
last,3.727
parole,3.727
reggae,3.727
startle,3.727
tamper,3.727
tribute,3.727
whimper,3.727
blend,3.719
encore,3.719
forge,3.719
news,3.719
pain,3.719
permanent,3.719
powerful,3.719
well,3.719
bond,3.714
discovery,3.714
healthy,3.714
occasion,3.714
outcome,3.714
small,3.714
healthy,3.714
decree,3.71
elite,3.706
grammar,3.706
heard,3.706
skirting,3.706
tempo,3.706
wild,3.706
advise,3.697
conquest,3.697
financial,3.697
grotesque,3.697
mumble,3.697
opening,3.697
sustenance,3.697
majority,3.692
escape,3.69
nevertheless,3.69
dependent,3.688
eldest,3.688
expert,3.688
fragrant,3.688
humanitarian,3.688
intercontinental,3.688
pick,3.688
pledge,3.688
soar,3.688
brutal,3.686
mimic,3.686
oath,3.686
prayer,3.686
real,3.686
activate,3.677
addition,3.677
bribe,3.677
grouch,3.677
descend,3.677
goodbye,3.677
heal,3.677
make,3.677
output,3.677
saviour,3.677
spur,3.677
vows,3.677
whore,3.677
youth,3.677
climax,3.667
detailed,3.667
development,3.667
grooming,3.667
high,3.667
verbal,3.667
investment,3.657
long,3.657
increasing,3.657
flutter,3.656
formation,3.656
oppose,3.656
punishment,3.656
release,3.656
substitute,3.656
teach,3.656
feat,3.655
stark,3.655
malady,3.65
anger,3.647
beg,3.647
civilization,3.647
expensive,3.647
greet,3.647
angry,3.647
session,3.647
space,3.647
adopt,3.645
atmosphere,3.645
spoiling,3.645
evangelist,3.645
heavy,3.645
rough,3.645
uplift,3.645
charlatan,3.643
appoint,3.636
breaking,3.636
confirm,3.636
crap,3.636
rhapsody,3.63
attempt,3.629
counting,3.629
introduce,3.629
natural,3.629
relation,3.629
source,3.629
drifter,3.625
eager,3.625
give,3.625
yield,3.625
small_indefinite_quantity,3.618
cheerful,3.618
crediting,3.618
ending,3.618
exclusion,3.618
negotiation,3.618
dyke,3.618
slight,3.618
stance,3.618
vaporize,3.618
angry,3.613
fade,3.613
law,3.613
scope,3.613
originate,3.613
agile,3.606
sicken,3.606
ghost,3.606
immune,3.606
itchy,3.606
pretty,3.606
velocity,3.606
accent,3.6
benefit,3.6
happiness,3.6
conviction,3.6
exact,3.6
exert,3.6
leading,3.6
open,3.6
adjective,3.594
prosecution,3.594
investigating,3.594
weigh,3.594
adage,3.588
blackmail,3.588
brink,3.588
fair,3.588
peep,3.588
quarrel,3.588
salvage,3.588
settle,3.588
faint,3.585
bout,3.581
grow,3.581
hostile,3.581
negative,3.581
pale,3.581
resign,3.581
afford,3.576
ban,3.576
brisk,3.576
compose,3.576
direction,3.576
expand,3.576
foreign,3.576
hero,3.576
surcharge,3.576
pact,3.576
plot,3.576
sore,3.576
vocation,3.576
bubbly,3.571
busy,3.571
compute,3.571
deluge,3.571
fortune,3.571
possess,3.571
rightfulness,3.571
parting,3.567
salutation,3.567
feudalism,3.565
national,3.563
unite,3.563
verb,3.563
bold,3.559
bargain,3.559
rank,3.559
sexual,3.559
slack,3.559
tough,3.559
treble,3.559
minor,3.554
grouch,3.552
aggression,3.548
cite,3.548
fail,3.548
hatred,3.548
scored,3.548
erase,3.546
legend,3.546
lively,3.546
register,3.546
arts,3.543
breach,3.543
relish,3.543
remark,3.543
replace,3.543
substantial,3.543
thrill,3.543
whine,3.543
impotent,3.536
coerce,3.533
selling,3.533
shrill,3.533
apologize,3.531
close,3.531
glance,3.531
greedy,3.531
learning,3.531
mild,3.531
ordinary,3.531
outcast,3.531
practice,3.531
repel,3.531
bluff,3.529
massive,3.529
mobility,3.529
own,3.529
perky,3.529
rogue,3.529
shortage,3.529
teasing,3.529
rendezvous,3.516
ache,3.515
addicted,3.515
agility,3.515
conquer,3.515
quick,3.515
joyous,3.515
potent,3.515
procedure,3.515
rate,3.515
role,3.515
society,3.515
strained,3.515
aroma,3.514
cheers,3.514
harsh,3.514
insult,3.514
over,3.514
toward,3.514
brilliant,3.5
comedy,3.5
accomplishing,3.5
have,3.5
joke,3.5
lost,3.5
offshoot,3.5
opportunist,3.5
riddle,3.5
safe,3.5
stay,3.5
support,3.5
used,3.5
wait,3.5
withdraw,3.5
descent,3.486
nervous,3.486
regular,3.486
rest,3.486
rhythm,3.486
romance,3.486
magnitude,3.486
technical,3.486
background,3.485
bid,3.485
borrow,3.485
competent,3.485
impress,3.485
intelligent,3.485
link,3.485
observation,3.485
plural,3.485
quit,3.485
range,3.485
relay,3.485
reunion,3.484
short,3.484
macabre,3.478
affectionate,3.471
design,3.471
fucker,3.471
haze,3.471
immunity,3.471
inspection,3.471
select,3.471
disgusting,3.471
fun,3.469
speed,3.469
tosser,3.469
weekend,3.469
words,3.469
residual,3.467
suffix,3.467
idiot,3.457
drunk,3.457
leisure,3.457
none,3.457
access,3.455
limiting,3.455
FALSE,3.455
friendship,3.455
image,3.455
racist,3.455
savant,3.455
smart,3.455
input,3.452
shock,3.452
aged,3.441
assist,3.441
clear,3.441
exploration,3.441
hurt,3.441
occupy,3.441
phrase,3.441
protect,3.441
rage,3.441
recent,3.441
shallow,3.441
sulk,3.441
boom,3.438
follow,3.438
install,3.438
pacifist,3.438
poach,3.438
reserve,3.438
elitist,3.429
explore,3.429
gain,3.429
gather,3.429
difficult,3.429
pray,3.429
ruined,3.429
selecting,3.429
inciting,3.429
strictly,3.429
stuck,3.429
catch,3.424
maximum,3.424
private,3.424
scheme,3.424
tiny,3.424
abuse,3.419
cost,3.419
engage,3.419
snaked,3.419
handsome,3.412
hush,3.412
momentum,3.412
organised,3.412
right,3.412
only,3.412
threatening,3.412
dare,3.406
dismiss,3.406
cooperate,3.4
delay,3.4
enquire,3.4
excel,3.4
question,3.4
affair,3.394
clue,3.394
deal,3.394
dodgy,3.394
forty,3.394
jeopardy,3.394
language,3.394
mankind,3.394
mistake,3.394
neutral,3.394
silent,3.394
stupid,3.394
bravery,3.387
quiet,3.387
slow,3.387
welfare,3.387
angel,3.382
console,3.382
down,3.382
hallucination,3.382
hurry,3.382
legend,3.382
untruth,3.382
safely,3.382
sleepy,3.382
valuable,3.382
aloft,3.379
discover,3.375
epidemic,3.375
export,3.375
environmental,3.375
revolt,3.375
alone,3.371
circulate,3.371
guided,3.371
jolly,3.371
stress,3.371
void,3.371
abdicate,3.367
bereavement,3.364
broken,3.364
instance,3.364
consent,3.364
enquiry,3.364
fabricate,3.364
topic,3.364
nourish,3.364
preface,3.364
seduction,3.364
triumph,3.364
luxury,3.355
creep,3.353
daze,3.353
suitable,3.353
handy,3.353
hilarious,3.353
named,3.353
observe,3.353
psychology,3.353
react,3.353
soiling,3.353
appreciate,3.344
rearing,3.344
idiot,3.343
effort,3.343
irritate,3.343
main,3.343
menace,3.343
share,3.343
silence,3.343
brand,3.333
bullish,3.333
idol,3.333
liar,3.333
loafing,3.333
meek,3.333
ownership,3.333
recall,3.333
revolution,3.333
rival,3.333
scarce,3.333
seasonal,3.333
threat,3.333
tyranny,3.333
wonky,3.333
annoying,3.324
boost,3.324
civilized,3.324
danger,3.324
enthusiastic,3.324
most,3.324
conspiring,3.324
slight,3.324
genius,3.323
innate,3.323
older,3.323
tired,3.323
adverb,3.314
after,3.314
approval,3.314
exhausted,3.314
forceful,3.314
furious,3.314
inspect,3.314
learn,3.314
manner,3.314
naughty,3.314
ordeal,3.314
persecution,3.314
prefix,3.314
tone,3.314
accept,3.313
all,3.313
cosy,3.313
error,3.313
exertion,3.313
jargon,3.313
launch,3.313
loose,3.313
reflect,3.313
reverse,3.313
snob,3.313
surrender,3.313
theatrical,3.306
bastards,3.303
compare,3.303
fuck,3.303
kinky,3.303
negotiate,3.303
attracting,3.303
taught,3.303
perjury,3.3
truce,3.3
aiming,3.294
magic_spell,3.294
declare,3.294
least,3.294
prevent,3.294
sheer,3.294
warning,3.294
tale,3.294
abdication,3.292
provide,3.29
rude,3.29
abbreviate,3.286
clever,3.286
delighted,3.286
distress,3.286
positive,3.286
tale,3.286
category,3.286
commanding,3.281
disband,3.281
remedy,3.281
reset,3.281
seek,3.281
stray,3.281
talent,3.281
instant,3.273
major,3.273
pressure,3.273
quick,3.273
faction,3.269
interim,3.269
precise,3.267
stagnant,3.267
anecdote,3.265
delicious,3.265
enjoy,3.265
evenness,3.265
fury,3.265
hidden,3.265
lovely,3.265
new,3.265
obedience,3.265
quitter,3.265
reduce,3.265
tenderness,3.265
welcome,3.265
conceal,3.258
democracy,3.258
escape,3.258
sonic,3.258
girly,3.257
nurture,3.257
privacy,3.257
quest,3.257
respect,3.257
rhyme,3.257
success,3.257
arrogant,3.25
gallant,3.25
violate,3.25
change,3.242
every,3.242
common,3.242
medium,3.242
melody,3.242
skilled,3.242
acute,3.235
credit,3.235
deviant,3.235
even,3.235
exhaustion,3.235
joy,3.235
pursuit,3.235
rancid,3.235
subtract,3.235
socialist,3.233
abundance,3.229
amateur,3.229
attention,3.229
compliment,3.229
connect,3.229
darling,3.229
explain,3.229
flirt,3.229
glimpse,3.229
help,3.229
lovable,3.229
performance,3.229
soothing,3.229
supplication,3.227
fabrication,3.226
hinder,3.226
nice,3.226
satisfied,3.226
vigilance,3.226
virile,3.222
ace,3.219
dazzle,3.219
discrete,3.219
elated,3.219
freed,3.219
intermediate,3.219
surplus,3.219
thanks,3.219
rapport,3.212
countering,3.212
dying,3.212
fatigue,3.212
plead,3.212
restore,3.212
aberration,3.208
drift,3.206
endure,3.206
greed,3.206
distributing,3.206
origin,3.206
affordable,3.2
estimate,3.2
evaluate,3.2
outrage,3.2
protected,3.2
intelligent,3.2
stereotype,3.2
trouble,3.2
voluminous,3.2
vow,3.2
warn,3.2
atrocity,3.194
boast,3.194
passion,3.194
risk,3.194
folly,3.192
absorb,3.188
behave,3.188
common,3.188
coward,3.188
culture,3.188
exclude,3.188
hierarchy,3.188
snatch,3.188
theme,3.188
third,3.188
able,3.182
alert,3.182
authentic,3.182
contain,3.182
helpful,3.182
crucial,3.182
magnitude,3.182
optimal,3.182
determined,3.182
setback,3.182
sluggish,3.182
answer,3.182
start,3.182
abyss,3.177
apply,3.177
distract,3.177
durable,3.177
gradual,3.177
hesitation,3.177
permission,3.177
ranging,3.177
recognition,3.177
softly,3.177
varied,3.177
violation,3.177
convene,3.172
agreement,3.171
corrupt,3.171
premium,3.171
serious,3.171
stylish,3.171
strife,3.167
various,3.167
confer,3.161
gloomy,3.161
organise,3.161
prudent,3.161
rejected,3.161
tension,3.161
treason,3.161
awarded,3.156
depress,3.156
marital,3.156
minimum,3.156
prior,3.156
thank,3.156
vain,3.156
youthful,3.156
putrid,3.154
agony,3.152
relying,3.152
beginning,3.152
ethnic,3.152
nimble,3.152
offend,3.152
onslaught,3.152
option,3.152
quietly,3.152
stressful,3.152
surprise,3.152
survive,3.152
universal,3.152
brief,3.147
careful,3.147
creator,3.147
distant,3.147
drifting,3.147
issue,3.147
nightmare,3.147
supportive,3.147
triumphant,3.147
weary,3.147
arise,3.143
behaviour,3.143
catastrophe,3.143
content,3.143
easy,3.143
enraged,3.143
grief,3.143
grieve,3.143
grim,3.143
hate,3.143
induce,3.143
praise,3.143
prestige,3.143
secure,3.143
sobriety,3.143
dull,3.139
effeminate,3.133
poor,3.129
revoke,3.129
wasteful,3.129
brainy,3.125
concealed,3.125
despair,3.125
insulting,3.125
charming,3.121
classical,3.121
disgust,3.121
fluent,3.121
solution,3.121
stalling,3.121
suiting,3.121
versus,3.121
actual,3.118
affection,3.118
agree,3.118
intelligence,3.118
obedient,3.118
obey,3.118
reliable,3.118
safety,3.118
adapt,3.114
comfort,3.114
dangerous,3.114
impressive,3.114
responsible,3.114
useful,3.114
emancipation,3.111
reverent,3.107
approve,3.097
fun,3.097
impaired,3.097
latent,3.097
adjust,3.094
humorous,3.094
paradise,3.094
enhance,3.091
exciting,3.091
frantic,3.091
freak,3.091
future,3.091
loyal,3.091
need,3.091
phase,3.091
rare,3.091
regime,3.091
distant,3.091
skill,3.091
sustain,3.091
temerity,3.091
tense,3.091
trance,3.091
accused,3.088
boastful,3.088
farewell,3.088
favour,3.088
fierce,3.088
mock,3.088
obsession,3.088
particular,3.088
modifying,3.088
relaxing,3.088
sure,3.088
tensing,3.088
value,3.088
away,3.086
disappoint,3.086
intend,3.086
suffering,3.086
embarrassment,3.065
horror,3.065
irritation,3.065
occur,3.065
define,3.063
lavish,3.063
defeat,3.061
emphasize,3.061
faded,3.061
fake,3.061
mode,3.061
sensual,3.061
tame,3.061
acquire,3.059
apology,3.059
chaos,3.059
clingy,3.059
compete,3.059
confidence,3.059
cues,3.059
dealing,3.059
depression,3.059
drab,3.059
duty,3.059
flirty,3.059
ignore,3.059
like,3.059
progression,3.059
promote,3.059
remind,3.059
status,3.059
hyper,3.059
bored,3.057
conclude,3.057
malicious,3.057
obscene,3.057
correct,3.057
offend,3.057
soothe,3.057
transition,3.057
upset,3.056
debacle,3.044
ponce,3.039
docile,3.033
impulse,3.033
quibble,3.033
spree,3.033
difficult,3.032
doomed,3.032
care,3.031
criticism,3.031
mad,3.031
quick,3.031
relax,3.031
aggressive,3.03
cheap,3.03
classify,3.03
cultural,3.03
dear,3.03
discomfort,3.03
distraction,3.03
frigid,3.03
type,3.03
minority,3.03
rating,3.03
scapegoat,3.03
vanish,3.03
attract,3.029
intelligent,3.029
charming,3.029
contempt,3.029
depressed,3.029
detached,3.029
devise,3.029
displeased,3.029
end,3.029
erotic,3.029
excitement,3.029
flourish,3.029
untruths,3.029
loser,3.029
moody,3.029
offence,3.029
relieved,3.029
selfish,3.029
style,3.029
nice,3.029
terrifying,3.029
whiff,3.029
existence,3.028
abundant,3
afar,3
begin,3
bitter,3
conclusion,3
condemn,3
currently,3
dangle,3
deceive,3
delight,3
description,3
dissident,3
dizzy,3
dwell,3
economy,3
enact,3
foxy,3
frank,3
frugal,3
futile,3
gossip,3
govern,3
gripe,3
hint,3
improve,3
independent,3
indifferent,3
infatuation,3
insufficient,3
length,3
method,3
norm,3
ordain,3
pensive,3
predicament,3
process,3
progress,3
punish,3
pursue,3
realize,3
stern,3
sternness,3
subdue,3
suspicion,3
swift,3
tricky,3
upkeep,3
usual,3
victory,3
wrath,3
neglected,2.972
allow,2.971
allowed,2.971
annoyance,2.971
barely,2.971
casual,2.971
disturb,2.971
enjoyment,2.971
fantastic,2.971
fear,2.971
funny,2.971
happiness,2.971
humane,2.971
evaluating,2.971
justice,2.971
mighty,2.971
occurrence,2.971
pessimist,2.971
ploy,2.971
powerless,2.971
prolong,2.971
sissy,2.971
suppress,2.971
technicality,2.971
array,2.97
comparison,2.97
harmful,2.97
hounding,2.97
stingy,2.97
difficulty,2.97
foul,2.97
regulation,2.97
upheld,2.97
condescending,2.969
dumb,2.969
large,2.969
sad,2.969
anthropology,2.968
devil,2.968
irresistible,2.968
timid,2.968
zeal,2.947
capacity,2.943
clumsy,2.943
contribution,2.943
everything,2.943
fond,2.943
general,2.943
hypothesis,2.943
improvement,2.943
nuisance,2.943
please,2.943
speciality,2.943
thrilling,2.943
ability,2.941
accidental,2.941
blunder,2.941
cute,2.941
illusion,2.941
lie,2.941
liking,2.941
lure,2.941
nice,2.941
obsessive,2.941
rebound,2.941
strain,2.941
boycott,2.939
embezzle,2.939
grateful,2.939
understanding,2.939
tasty,2.939
ugly,2.939
wiped,2.939
circumstances,2.938
manic,2.938
thrifty,2.938
vigour,2.938
weak,2.938
graceful,2.936
torment,2.936
inebriated,2.933
intermittent,2.931
gaiety,2.926
boring,2.914
smart,2.914
courageous,2.914
devoted,2.914
disgusted,2.914
haven,2.914
optimist,2.914
sensitive,2.914
adventure,2.912
comfortable,2.912
deduct,2.912
distinction,2.912
goddess,2.912
impression,2.912
impulsive,2.912
luscious,2.912
meddle,2.912
midst,2.912
mischievous,2.912
scared,2.912
ghost,2.912
theory,2.912
traumatic,2.912
untroubled,2.912
blessings,2.909
command,2.909
disclosure,2.909
entitle,2.909
exclaimation,2.909
nasty,2.909
possessive,2.909
reassure,2.909
collate,2.906
competence,2.906
frightening,2.906
glad,2.906
crazy,2.906
mean,2.906
opportunity,2.906
victory,2.906
vast,2.906
trauma,2.903
exclaim,2.9
frightened,2.9
harmony,2.9
oblivious,2.9
entail,2.897
insolent,2.897
worried,2.889
brilliant,2.886
disturbed,2.886
attracting,2.886
serious,2.886
joyful,2.886
admired,2.882
confess,2.882
determine,2.882
incompetent,2.882
intimate,2.882
optimistic,2.882
wimp,2.882
reserved,2.882
venture,2.882
worthy,2.882
determined,2.881
achieve,2.879
achievement,2.879
advantage,2.879
amuse,2.879
arouse,2.879
luck,2.879
offended,2.879
distinguish,2.879
easygoing,2.879
great,2.879
honest,2.879
kind,2.879
omission,2.879
power,2.879
sexy,2.879
urge,2.879
attractive,2.875
burden,2.875
chose,2.875
dapper,2.875
sad,2.875
glamour,2.875
peaceful,2.875
quantum,2.875
tease,2.875
concoct,2.871
falter,2.871
request,2.871
obscenity,2.867
randy,2.867
swindle,2.867
tepid,2.867
paradox,2.862
vigorous,2.861
boredom,2.857
cool,2.857
gods,2.857
infringe,2.857
context,2.853
describe,2.853
emphasis,2.853
memory,2.853
sins,2.853
terror,2.853
trend,2.853
happy,2.849
covert,2.849
develop,2.849
deviation,2.849
discourage,2.849
motivation,2.849
gross,2.849
holy,2.849
love,2.849
marvel,2.849
matrix,2.849
sleek,2.849
awkward,2.844
discipline,2.844
oppress,2.844
other,2.844
version,2.844
worry,2.844
popular,2.839
defiant,2.839
stealth,2.839
naïve,2.833
utter,2.833
abrupt,2.829
curse,2.829
devote,2.829
ease,2.829
intellectual,2.829
only,2.829
reject,2.829
smart,2.829
belief,2.824
desolate,2.824
distressed,2.824
excellence,2.824
goofy,2.824
gorgeous,2.824
limit,2.824
ridicule,2.824
romantic,2.824
talented,2.824
vigilant,2.824
warranting,2.824
aptitude,2.818
contend,2.818
dignified,2.818
enthusiasm,2.818
preventing,2.818
foolish,2.818
idle,2.818
personal,2.818
silly,2.818
tragedy,2.818
eerie,2.813
feeble,2.813
good,2.813
impose,2.813
scare,2.813
strict,2.813
urgent,2.813
thematic,2.81
insult,2.807
defame,2.807
desirable,2.807
ideal,2.807
listless,2.807
remorseful,2.807
intending,2.806
beneficial,2.8
capable,2.8
complement,2.8
conformity,2.8
dominate,2.8
glee,2.8
lush,2.8
persistent,2.8
pride,2.8
shame,2.8
acceptance,2.794
crazy,2.794
criticize,2.794
deduction,2.794
dreary,2.794
ecstatic,2.794
frustrated,2.794
lust,2.794
neglect,2.794
objective,2.794
responsibility,2.794
scandal,2.794
useless,2.794
vary,2.794
serene,2.793
attitude,2.788
deserving,2.788
hesitant,2.788
humiliation,2.788
interesting,2.788
lend,2.788
malice,2.788
mirage,2.788
pure,2.788
quality,2.788
satire,2.788
elite,2.788
amazing,2.781
drawback,2.781
prone,2.781
proxy,2.778
irritating,2.774
bad,2.771
closure,2.771
equal,2.771
fabulous,2.771
frustrate,2.771
guilty,2.771
advanced,2.765
concentrate,2.765
conform,2.765
contribute,2.765
custom,2.765
democratic,2.765
motherfucker,2.765
oblige,2.765
obnoxious,2.765
pungent,2.765
resentful,2.765
sorrow,2.765
feudal,2.759
confuse,2.758
honest,2.758
instance,2.758
merry,2.758
oblivion,2.758
argument,2.758
sadness,2.758
time_period,2.758
appear,2.75
delirium,2.75
expression,2.75
extreme,2.75
incentive,2.75
sulky,2.75
disgusting,2.743
generous,2.743
interest,2.743
tolerant,2.743
playful,2.743
prove,2.743
refresh,2.743
sceptical,2.743
temptation,2.743
touchy,2.743
betray,2.742
dreams,2.742
wit,2.742
worship,2.742
attribute,2.735
efficient,2.735
extravagant,2.735
misery,2.735
pitiful,2.735
unsuccessful,2.735
elation,2.733
freaky,2.733
mischief,2.729
applied,2.727
ashamed,2.727
beauty,2.727
excuse,2.727
ignorant,2.727
similar,2.727
lonely,2.727
mystery,2.727
prosperous,2.727
shy,2.727
social,2.727
suicidal,2.727
tempt,2.727
trustworthy,2.727
use,2.727
fallacy,2.724
blessing,2.722
confused,2.719
defy,2.719
dire,2.719
dream,2.719
life,2.719
simple,2.719
vicious,2.719
wise,2.719
chaotic,2.714
grace,2.714
heroism,2.714
meagre,2.714
mercy,2.714
namesake,2.714
needy,2.714
obsess,2.714
obvious,2.714
perceive,2.714
regret,2.714
shrewd,2.714
witty,2.714
admire,2.71
helpless,2.71
pester,2.71
behalf,2.706
cruel,2.706
embarrass,2.706
reckoning,2.706
forget,2.706
immature,2.706
intellect,2.706
painful,2.706
divination,2.704
appeared,2.7
plight,2.7
ritual,2.7
dopey,2.697
friendly,2.697
nutcase,2.697
proper,2.697
reason,2.697
proud,2.692
radiant,2.688
troubling,2.688
zero,2.688
afraid,2.686
bother,2.686
create,2.686
foul,2.686
insecurity,2.686
necessary,2.686
weirdo,2.686
actually,2.677
aim,2.677
amusing,2.677
aroused,2.677
caution,2.677
choose,2.677
fame,2.677
jealousy,2.677
disagreeing,2.677
polite,2.677
ridiculous,2.677
successful,2.677
tendency,2.677
tender,2.677
bitchy,2.667
bliss,2.667
dissent,2.667
failure,2.667
fair,2.667
impropriety,2.667
keen,2.667
reckless,2.667
repent,2.667
anxious,2.657
delightful,2.657
disloyal,2.657
gentle,2.657
rumour,2.657
suffer,2.657
tedious,2.657
uplifting,2.657
endless,2.656
uncomfortable,2.656
dream,2.656
criticizing,2.655
best,2.647
forgetful,2.647
disgusting,2.647
humour,2.647
liberty,2.647
persist,2.647
psychotic,2.647
relate,2.647
sceptic,2.647
sincere,2.647
unbalancing,2.647
petty,2.645
decent,2.636
pacifism,2.636
phantom,2.636
sinister,2.636
overt,2.633
banal,2.632
enthral,2.63
attraction,2.629
aware,2.629
brave,2.629
remarkable,2.629
surprising,2.629
befall,2.625
confident,2.625
emotion,2.625
immense,2.625
neurotic,2.625
anxiety,2.618
cautious,2.618
excited,2.618
express,2.618
fortunate,2.618
gloom,2.618
hopeful,2.618
interest,2.618
superb,2.618
improvising,2.618
glamorous,2.613
trinity,2.613
lacking,2.606
sin,2.606
super,2.606
weird,2.606
aspect,2.6
astonish,2.6
complicated,2.6
confide,2.6
disposition,2.6
gullible,2.6
horrid,2.6
mood,2.6
morbid,2.6
paranoid,2.6
parochial,2.6
tact,2.6
eccentric,2.594
happy,2.594
indentify,2.594
omit,2.594
outlook,2.594
peculiar,2.594
scorn,2.594
devotion,2.588
doubt,2.588
hesitate,2.588
idiotic,2.588
innocent,2.588
justify,2.588
opinion,2.588
uphold,2.588
vivid,2.588
allure,2.581
charm,2.581
scary,2.581
wonderful,2.576
crude,2.576
desire,2.576
fault,2.576
revolting,2.576
sensing,2.576
sensitive,2.576
shocking,2.576
confusion,2.571
loving,2.571
modest,2.571
troublesome,2.571
episodic,2.567
bland,2.563
condescend,2.563
exist,2.563
loophole,2.563
miserable,2.563
peace,2.563
unfaithful,2.563
anguish,2.559
supreme,2.559
wicked,2.559
solemn,2.548
unify,2.548
appearance,2.546
blasphemy,2.546
complex,2.546
famous,2.546
gloat,2.546
gratitude,2.546
incredible,2.546
nasty,2.546
nonsense,2.546
seduce,2.546
spooky,2.546
blame,2.543
cowardice,2.543
glorious,2.543
imagination,2.543
merciful,2.543
crazy,2.543
foible,2.533
elegant,2.531
horrible,2.531
inferior,2.531
primal,2.531
awe,2.529
cunning,2.529
guilt,2.529
partial,2.529
sane,2.529
sense,2.529
subtle,2.529
TRUE,2.529
insane,2.528
valour,2.519
fictitious,2.516
lies,2.516
absurdly,2.515
beautiful,2.515
status,2.515
cowardly,2.515
emotional,2.515
mythology,2.515
passionate,2.515
reassuring,2.515
tranquil,2.515
worse,2.515
honesty,2.514
magnificent,2.514
uncommon,2.514
achieved,2.5
adequate,2.5
annoy,2.5
astonished,2.5
disclose,2.5
dread,2.5
empty,2.5
faithful,2.5
fuss,2.5
irony,2.5
rather,2.5
sensational,2.5
theology,2.5
woe,2.5
intense,2.486
abide,2.485
diverse,2.485
fright,2.485
remorse,2.485
time,2.485
underworld,2.485
adversity,2.484
delude,2.484
haphazard,2.484
sensible,2.484
sublime,2.484
disdain,2.482
disappointed,2.471
essence,2.471
exquisite,2.471
imposing,2.471
jealous,2.471
lousy,2.471
odd,2.471
severe,2.471
suppression,2.471
economic,2.469
elaborate,2.469
fearful,2.469
glory,2.469
important,2.469
mind,2.469
spirit,2.469
jubilant,2.467
decadent,2.464
ensure,2.457
instinct,2.457
prosperity,2.457
recognize,2.457
sanity,2.457
adverse,2.455
avenge,2.455
ego,2.455
hope,2.455
insanity,2.455
limited,2.455
elude,2.452
brazen,2.448
frustration,2.441
hardship,2.441
shameful,2.441
trust,2.441
quite,2.438
independence,2.433
bleak,2.429
yearning,2.429
longing,2.429
enchantment,2.429
hankering,2.424
prosper,2.424
wrong,2.424
affect,2.412
appalling,2.412
happily,2.412
humble,2.412
reasonable,2.412
sad,2.412
strange,2.412
terrify,2.412
uneasy,2.412
worst,2.412
beware,2.406
goodness,2.406
naive,2.406
obliging,2.406
chance,2.4
courage,2.4
deceit,2.4
free,2.4
gist,2.4
humiliated,2.4
passive,2.4
satisfaction,2.4
thankful,2.4
unusual,2.4
which,2.4
detest,2.394
discretion,2.394
insecure,2.394
risky,2.394
sentimental,2.394
dejected,2.387
knowledge,2.387
evoke,2.375
seldom,2.375
wonderful,2.375
worth,2.375
inspired,2.371
fascinating,2.364
resent,2.364
advice,2.353
amaze,2.353
inane,2.346
accuse,2.344
adore,2.344
despise,2.344
prideful,2.344
terrific,2.344
wish,2.344
hell,2.343
desperate,2.333
excellent,2.333
fortuitous,2.333
inkling,2.333
offensive,2.333
engaging,2.324
miracle,2.324
mystic,2.324
sensation,2.324
pity,2.323
heaven,2.314
loyalty,2.314
subjective,2.314
outstanding,2.313
terrible,2.313
wonder,2.313
quiescent,2.308
afterlife,2.303
empathy,2.303
ghastly,2.303
personality,2.303
pining,2.303
common_sense,2.303
moment,2.3
ambition,2.294
clueless,2.294
evil,2.294
moral,2.294
assuring,2.29
fanciful,2.29
wistful,2.29
faith,2.286
resentment,2.286
taboo,2.286
former,2.281
insincere,2.281
might,2.281
obscure,2.281
vulgar,2.281
ever,2.273
god,2.273
necessity,2.273
sentiment,2.273
thoughtful,2.273
unhappy,2.273
betrayal,2.265
imaginative,2.265
miraculous,2.265
truth,2.265
adorable,2.258
believe,2.258
captivating,2.258
ingratitude,2.258
lucky,2.258
funky,2.257
undesirable,2.257
vanity,2.257
curious,2.25
impressionism,2.25
determination,2.242
occasionally,2.242
vile,2.242
cynical,2.235
deception,2.235
equality,2.233
anticipation,2.229
deluded,2.229
dignity,2.229
freedom,2.229
infinity,2.229
perception,2.229
virtuous,2.226
animosity,2.219
identity,2.219
ritualistic,2.219
atrocious,2.212
awful,2.206
neurosis,2.206
inspiration,2.206
luck,2.206
pleasure,2.206
special,2.206
sympathy,2.206
thoughtless,2.206
become,2.188
belong,2.188
spectacular,2.188
tragic,2.188
doom,2.182
inspire,2.182
idea,2.177
inefficient,2.177
disparity,2.172
magic,2.171
phenomenon,2.171
intent,2.171
figment,2.167
dubious,2.161
know,2.161
misconception,2.156
unique,2.156
honour,2.147
aloof,2.138
bizarre,2.129
notion,2.121
profound,2.121
weakness,2.121
impossible,2.118
possibly,2.118
virtue,2.118
dogma,2.107
convert,2.094
humiliate,2.091
desperation,2.088
soul,2.088
habituate,2.067
absurd,2.065
awesome,2.061
theoretical,2.061
blessed,2.059
optimism,2.059
concept,2.057
phenomenal,2.057
bless,2.032
random,2.031
thought,2.03
fantasy,2.029
romanticize,2.029
apathy,2
captivate,2
destiny,2
nonchalant,2
religion,2
euphoria,1.97
madness,1.97
