word,pos,mode,category
rejection,NOUN,emotion,anger
rejecting,ADJ,emotion,anger
rejectingly,ADV,emotion,anger
revel,VERB,emotion,happiness
revere,VERB,emotion,happiness
reverence,NOUN,emotion,happiness
reverent,ADJ,emotion,happiness
reverently,ADV,emotion,happiness
reward,VERB,emotion,happiness
rue,VERB,emotion,sadness
rue,NOUN,emotion,sadness
rueful,ADJ,emotion,sadness
ruefully,ADV,emotion,sadness
savor,VERB,emotion,happiness
suspect,VERB,emotion,fear
suspicion,NOUN,emotion,fear
suspicious,ADJ,emotion,fear
suspiciously,ADV,emotion,fear
treat,VERB,emotion,neutral
treasure,VERB,emotion,happiness
trust,VERB,emotion,happiness
trust,NOUN,emotion,happiness
trusting,ADJ,emotion,happiness
trustingly,ADV,emotion,happiness
trustworthy,ADJ,emotional_impact,happiness
trustworthily,ADV,emotional_impact,happiness
value,VERB,emotion,happiness
valued,ADJ,emotion,happiness
valuable,ADJ,emotional_impact,happiness
valuably,ADV,emotional_impact,happiness
venerate,VERB,emotion,happiness
venerated,ADJ,emotional_impact,happiness
veneration,NOUN,emotion,happiness
desire,VERB,emotion,desire
desire,NOUN,emotion,desire
desiring,ADJ,emotion,desire
desirable,ADJ,emotional_impact,desire
desirably,ADJV,emotional_impact,desire
favor,VERB,emotion,desire
favor,NOUN,emotion,desire
want,VERB,emotion,desire
wonder,VERB,emotion,surprise
wonder,NOUN,emotion,surprise
wondering,ADJ,emotion,surprise
wonderingly,ADV,emotion,surprise
worship,VERB,emotion,happiness
worship,NOUN,emotion,happiness
worshipful,ADJ,emotion,happiness
worshipfully,ADV,emotion,happiness
ache,VERB,emotion,pain
ache,NOUN,emotion,pain
aching,ADJ,emotion,pain
achingly,ADV,emotion,pain
agonize,VERB,emotion,pain
agonized,ADJ,emotion,pain
agonizing,ADJ,emotional_impact,pain
agonizingly,ADJ,emotional_impact,pain
agony,NOUN,emotion,pain
brood,VERB,emotion,sadness
broody,ADJ,emotion,sadness
brooding,ADJ,emotion,sadness
broodingly,ADV,emotion,sadness
cringe,VERB,emotion,fear
cringing,NOUN,emotion,fear
cringing,ADJ,emotion,fear
cringingly,ADV,emotion,fear
exult,VERB,emotion,happiness
exulting,ADJ,emotion,happiness
exultingly,ADV,emotion,happiness
exultation,NOUN,emotion,happiness
exultant,ADJ,emotion,happiness
exultantly,ADV,emotion,happiness
gloat,VERB,emotion,happiness
gloating,NOUN,emotion,happiness
gloating,ADJ,emotion,happiness
gloatingly,ADV,emotion,happiness
hesitate,VERB,emotion,fear
hesitation,NOUN,emotion,fear
hesitant,ADJ,emotion,fear
hesitantly,ADV,emotion,fear
glory,VERB,emotion,happiness
glory,NOUN,emotion,happiness
luxuriate,VERB,emotion,happiness
luxuriation,NOUN,emotion,happiness
obsess,VERB,emotion,intensity
obsessed,ADJ,emotion,intensity
obsession,NOUN,emotion,intensity
obsessive,ADJ,emotion,intensity
obsessively,ADV,emotion,intensity
rage,VERB,emotion,anger
rage,NOUN,emotion,anger
raging,ADJ,emotion,anger
ragingly,ADV,emotion,anger
rejoice,VERB,emotion,happiness
rejoicing,ADJ,emotion,happiness
rejoicingly,ADV,emotion,happiness
rejoicing,NOUN,emotion,happiness
revel,VERB,emotion,happiness
reveling,NOUN,emotion,happiness
seethe,VERB,emotion,anger
seething,NOUN,emotion,anger
seething,ADJ,emotion,anger
bear,VERB,emotion,pain
brave,VERB,emotion,pain
endure,VERB,emotion,pain
endurance,NOUN,emotion,pain
suffer,VERB,emotion,pain
suffering,NOUN,emotion,pain
struggle,VERB,emotion,pain
struggle,NOUN,emotion,pain
tolerate,VERB,emotion,pain
tolerant,ADJ,emotion,neutral
tolerantly,ADV,emotion,neutral
toleration,NOUN,emotion,pain
experience,VERB,emotion,neutral
experience,NOUN,emotion,neutral
feel,VERB,cognitive,think
feel,VERB,emotion,neutral
amuse,VERB,emotional_impact,happiness
amusement,NOUN,emotion,happiness
amused,ADJ,emotion,happiness
amusedly,ADV,emotion,happiness
amusing,ADJ,emotional_impact,happiness
amusingly,ADV,emotional_impact,happiness
appeal,VERB,emotional_impact,happiness
appeal,NOUN,emotion,happiness
appealing,ADJ,emotional_impact,happiness
appealingly,ADV,emotional_impact,happiness
attract,VERB,emotional_impact,happiness
attraction,NOUN,emotional_impact,happiness
attractive,ADJ,emotional_impact,happiness
attractively,ADV,emotional_impact,happiness
attracted,ADJ,emotion,happiness
beguile,VERB,emotional_impact,happiness
beguilement,VERB,emotional_impact,happiness
beguiled,ADJ,emotion,happiness
beguiling,ADJ,emotional_impact,happiness
beguilingly,ADV,emotional_impact,happiness
charm,VERB,emotional_impact,happiness
charm,NOUN,emotional_impact,happiness
charmed,ADJ,emotion,happiness
charming,ADJ,emotional_impact,happiness
charmingly,ADV,emotional_impact,happiness
cheer,VERB,emotional_impact,happiness
cheer,NOUN,emotion,happiness
cheery,ADJ,emotion,happiness
cheerily,ADJ,emotion,happiness
cheerful,ADJ,emotion,happiness
cheerfully,ADV,emotion,happiness
cheered,ADJ,emotional_impact,happiness
comfort,VERB,emotional_impact,happiness
comfort,NOUN,emotion,happiness
comforted,ADJ,emotional_impact,happiness
comforting,ADJ,emotional_impact,happiness
comfortingly,ADV,emotional_impact,happiness
comfortable,ADJ,emotional_impact,happiness
comfortably,ADV,emotional_impact,happiness
delight,VERB,emotional_impact,happiness
delight,NOUN,emotion,happiness
delightful,ADJ,emotional_impact,happiness
delightfully,ADV,emotional_impact,happiness
delighted,ADJ,emotion,happiness
delightedly,ADV,emotion,happiness
elate,VERB,emotional_impact,happiness
elation,NOUN,emotion,happiness
elated,ADJ,emotional_impact,happiness
elatedly,ADV,emotional_impact,happiness
enrapture,VERB,emotional_impact,happiness
enrapturement,NOUN,emotion,happiness
enrapturing,ADJ,emotional_impact,happiness
enrapturingly,ADV,emotional_impact,happiness
enraptured,ADJ,emotional_impact,happiness
enrapturedly,ADV,emotional_impact,happiness
enthrall,VERB,emotional_impact,happiness
enthrallment,VERB,emotion,happiness
enthralled,ADJ,emotional_impact,happiness
enthralling,ADJ,emotional_impact,happiness
enthrallingly,ADV,emotional_impact,happiness
entice,VERB,emotional_impact,desire
enticement,VERB,emotional_impact,desire
enticed,ADJ,emotional_impact,desire
enticing,ADJ,emotional_impact,desire
enticingly,ADV,emotional_impact,desire
exalt,VERB,emotional_impact,happiness
exaltation,NOUN,emotional_impact,happiness
exalted,ADJ,emotion,happiness
exaltedly,ADV,emotion,happiness
exalting,ADJ,emotional_impact,happiness
exaltingly,ADV,emotional_impact,happiness
exhilarate,VERB,emotional_impact,happiness
exhilaration,NOUN,emotional_impact,happiness
exhilarated,ADJ,emotion,happiness
exhilaratedly,ADV,emotion,happiness
exhilarating,ADJ,emotional_impact,happiness
exhilaratingly,ADV,emotional_impact,happiness
gratify,VERB,emotional_impact,happiness
gratification,VERB,emotion,happiness
gratified,ADJ,emotion,happiness
gratifying,ADJ,emotional_impact,happiness
gratifyingly,ADV,emotional_impact,happiness
honor,VERB,emotional_impact,happiness
honor,NOUN,emotional_impact,happiness
honorable,ADJ,emotional_impact,happiness
honorably,ADV,emotional_impact,happiness
honored,ADJ,emotional_impact,happiness
impress,VERB,emotional_impact,happiness
impressive,ADJ,emotional_impact,happiness
impressively,ADV,emotional_impact,happiness
impression,NOUN,emotional_impact,happiness
impressed,ADJ,emotional_impact,happiness
inspire,VERB,emotional_impact,happiness
inspiration,NOUN,emotional_impact,happiness
inspiring,ADJ,emotional_impact,happiness
inspiringly,ADV,emotional_impact,happiness
inspired,ADJ,emotional_impact,happiness
invigorate,VERB,emotional_impact,happiness
invigoration,NOUN,emotional_impact,happiness
invigorating,ADJ,emotional_impact,happiness
invigoratingly,ADV,emotional_impact,happiness
invigorated,ADJ,emotion,happiness
invigoratedly,ADV,emotion,happiness
lull,VERB,emotional_impact,happiness
lulling,ADJ,emotional_impact,happiness
lullingly,ADV,emotional_impact,happiness
lulled,ADJ,emotional_impact,happiness
please,VERB,emotional_impact,happiness
pleasure,ADJ,emotion,happiness
pleasing,ADJ,emotional_impact,happiness
pleasingly,ADV,emotional_impact,happiness
pleased,ADJ,emotional_impact,happiness
relax,VERB,emotional_impact,happiness
relaxation,NOUN,emotion,happiness
relaxed,ADJ,emotional_impact,happiness
relaxedly,ADV,emotional_impact,happiness
relaxing,ADJ,emotional_impact,happiness
relaxingly,ADV,emotional_impact,happiness
respect,VERB,emotional_impact,happiness
respect,NOUN,emotion,happiness
respectful,ADJ,emotion,happiness
respectfully,ADV,emotion,happiness
respected,ADJ,emotional_impact,happiness
satisfy,VERB,emotional_impact,happiness
satisfaction,NOUN,emotion,happiness
satisfied,ADJ,emotional_impact,happiness
satisfying,ADJ,emotional_impact,happiness
satisfyingly,ADV,emotional_impact,happiness
soothe,VERB,emotional_impact,happiness
soothed,ADJ,emotional_impact,happiness
soothing,ADJ,emotional_impact,happiness
soothingly,ADV,emotional_impact,happiness
touch,VERB,emotional_impact,happiness
touched,ADJ,emotional_impact,happiness
touching,ADJ,emotional_impact,happiness
touchingly,ADV,emotional_impact,happiness
burden,VERB,emotional_impact,sadness
burden,NOUN,emotion,sadness
burdened,ADJ,emotional_impact,sadness
chill,VERB,emotional_impact,sadness
chill,NOUN,emotion,sadness
chilling,ADJ,emotional_impact,sadness
chillingly,ADV,emotional_impact,sadness
chilled,VERB,emotion,sadness
console,VERB,emotional_impact,sadness
consolation,NOUN,emotion,sadness
consoling,ADJ,emotional_impact,sadness
consolingly,ADV,emotional_impact,sadness
consoled,ADJ,emotion,sadness
crush,VERB,emotional_impact,sadness
crushed,ADJ,emotion,sadness
crushing,ADJ,emotional_impact,sadness
crushingly,ADV,emotional_impact,sadness
discourage,VERB,emotional_impact,sadness
discouragement,NOUN,emotional_impact,sadness
discouraging,ADJ,emotional_impact,sadness
discouragingly,ADV,emotional_impact,sadness
discouraged,ADJ,emotion,sadness
dishearten,VERB,emotional_impact,sadness
disheartening,ADJ,emotional_impact,sadness
dishearteningly,ADV,emotional_impact,sadness
disheartenment,NOUN,emotion,sadness
disheartened,ADJ,emotion,sadness
disillusion,VERB,emotional_impact,sadness
disillusion,NOUN,emotion,sadness
disillusioned,ADJ,emotion,sadness
dismay,VERB,emotional_impact,sadness
dismay,NOUN,emotion,sadness
dismayed,ADJ,emotion,sadness
dismayedly,ADV,emotion,sadness
dismaying,ADJ,emotional_impact,sadness
dismayingly,ADV,emotional_impact,sadness
dispirit,VERB,emotional_impact,sadness
dispirited,ADJ,emotion,sadness
dispiritedly,ADV,emotion,sadness
dispiriting,ADJ,emotional_impact,sadness
dispiritingly,ADV,emotional_impact,sadness
distress,VERB,emotional_impact,sadness
distress,NOUN,emotion,sadness
distressed,ADJ,emotion,sadness
distressing,ADJ,emotional_impact,sadness
distressingly,ADV,emotional_impact,sadness
haunt,VERB,emotional_impact,sadness
haunted,ADJ,emotion,sadness
haunting,ADJ,emotional_impact,sadness
hauntingly,ADV,emotional_impact,sadness
humiliate,VERB,emotional_impact,sadness
humiliation,NOUN,emotion,sadness
humiliated,ADJ,emotion,sadness
humiliatedly,ADV,emotion,sadness
humiliating,ADJ,emotional_impact,sadness
humiliatingly,ADV,emotional_impact,sadness
hurt,VERB,emotional_impact,sadness
hurt,NOUN,emotion,sadness
hurt,ADJ,emotion,sadness
mortify,VERB,emotional_impact,sadness
mortifying,ADJ,emotional_impact,sadness
mortifyingly,ADV,emotional_impact,sadness
mortification, NOUN,emotion,sadness
mortified,ADJ,emotion,sadness
perturb,VERB,emotional_impact,sadness
perturbed,ADJ,emotion,sadness
perturbing,ADJ,emotional_impact,sadness
perturbingly,ADV,emotional_impact,sadness
relieve,VERB,emotional_impact,sadness
relief,NOUN,emotion,sadness
relieved,ADJ,emotion,sadness
relieving,ADJ,emotional_impact,sadness
relievingly,ADJ,emotional_impact,sadness
sad,ADJ,emotional_impact,sadness
sadly,ADJ,emotional_impact,sadness
sadden,VERB,emotional_impact,sadness
sadness,NOUN,emotion,sadness
saddened,ADJ,emotion,sadness
saddening,ADJ,emotional_impact,sadness
saddeningly,ADV,emotional_impact,sadness
torment,VERB,emotional_impact,pain
torment,NOUN,emotion,pain
tormented,ADJ,emotion,sadness
tormenting,ADJ,emotional_impact,pain
tormentingly,ADV,emotional_impact,pain
torture,VERB,emotional_impact,pain
torture,NOUN,emotional_impact,pain
tortured,ADJ,emotion,sadness
torturing,ADJ,emotional_impact,pain
torturingly,ADV,emotional_impact,pain
trouble,VERB,emotional_impact,sadness
troubled,ADJ,emotion,sadness
troubling,ADJ,emotional_impact,sadness
troublingly,ADV,emotional_impact,sadness
abash,VERB,emotional_impact,fear
abashment,NOUN,emotion,fear
abashed,ADJ,emotion,fear
abashedly,ADV,emotion,fear
alarm,VERB,emotional_impact,fear
alarm,NOUN,emotional_impact,fear
alarmed,ADJ,emotion,fear
alarming,ADJ,emotional_impact,fear
alarmingly,ADV,emotional_impact,fear
cow,VERB,emotional_impact,fear
cowed,ADJ,emotion,fear
daunt,VERB,emotional_impact,fear
daunted,ADJ,emotion,fear
dauntedly,ADV,emotion,fear
daunting,ADJ,emotional_impact,fear
dauntingly,ADV,emotional_impact,fear
demoralize,VERB,emotional_impact,fear
demoralization,NOUN,emotion,fear
demoralized,ADJ,emotion,fear
demoralizing,ADJ,emotional_impact,fear
demoralizingly,ADV,emotional_impact,fear
depress,VERB,emotional_impact,fear
depression,NOUN,emotion,fear
depressed,ADJ,emotion,fear
depressedly,ADV,emotion,fear
depressing,ADJ,emotional_impact,fear
depressingly,ADV,emotional_impact,fear
devastate,VERB,emotional_impact,fear
devastatation,NOUN,emotional_impact,fear
devastated,ADJ,emotion,fear
devastatedly,ADV,emotion,fear
devastating,ADJ,emotional_impact,fear
devastatingly,ADV,emotional_impact,fear
disappoint,VERB,emotional_impact,fear
disappointed,ADJ,emotion,fear
disappointedly,ADV,emotion,fear
disappointing,ADJ,emotional_impact,fear
disappointingly,ADV,emotional_impact,fear
embarrass,VERB,emotional_impact,fear
embarrassment,VERB,emotion,fear
embarrassed,ADJ,emotion,fear
embarrassedly,ADV,emotion,fear
embarrassing,ADJ,emotional_impact,fear
embarrassingly,ADV,emotional_impact,fear
embolden,VERB,emotional_impact,fear
emboldenment,VERB,emotional_impact,fear
emboldened,ADJ,emotion,fear
encourage,VERB,emotional_impact,fear
encouragement,VERB,emotional_impact,fear
encouraged,ADJ,emotion,fear
encouraging,ADJ,emotional_impact,fear
encouragingly,ADV,emotional_impact,fear
faze,VERB,emotional_impact,fear
fazed,ADJ,emotion,fear
fright,NOUN,emotional_impact,fear
frighten,VERB,emotional_impact,fear
frightened,ADJ,emotion,fear
frightenedly,ADV,emotion,fear
frightening,ADJ,emotional_impact,fear
frighteningly,ADV,emotional_impact,fear
hearten,VERB,emotional_impact,fear
heartened,ADJ,emotion,fear
heartening,ADJ,emotional_impact,fear
hearteningly,ADV,emotional_impact,fear
intimidate,VERB,emotional_impact,fear
intimidation,VERB,emotional_impact,fear
intimidated,ADJ,emotion,fear
intimidatedly,ADV,emotion,fear
intimidating,ADJ,emotional_impact,fear
intimidatingly,ADV,emotional_impact,fear
mollify,VERB,emotional_impact,fear
mollification,NOUN,emotional_impact,fear
mollified,ADJ,emotion,fear
mollifying,ADJ,emotional_impact,fear
mollifyingly,ADV,emotional_impact,fear
overawe,VERB,emotional_impact,fear
overawed,ADJ,emotion,fear
overawing,ADJ,emotional_impact,fear
overawingly,ADV,emotional_impact,fear
overcome,VERB,emotional_impact,fear
overcome,ADJ,emotion,fear
overpower,VERB,emotional_impact,fear
overpowering,ADJ,emotional_impact,fear
overpoweringly,ADV,emotional_impact,fear
overpowered,ADJ,emotion,fear
overwhelm,VERB,emotional_impact,fear
overwhelmed,ADJ,emotion,fear
overwhelming,ADJ,emotional_impact,fear
overwhelmingly,ADV,emotional_impact,fear
rattle,VERB,emotional_impact,fear
rattled,ADJ,emotion,fear
reassure,VERB,emotional_impact,fear
reassurance,NOUN,emotional_impact,fear
reassured,ADJ,emotion,fear
reassuring,ADJ,emotional_impact,fear
reassuringly,ADV,emotional_impact,fear
scare,VERB,emotional_impact,fear
scare,NOUN,emotion,fear
scared,ADJ,emotion,fear
scary,ADJ,emotional_impact,fear
scarily,ADJ,emotional_impact,fear
shake,VERB,emotional_impact,fear
shake,NOUN,emotion,fear
shaken,ADJ,emotion,fear
shakenly,ADV,emotion,fear
spook,VERB,emotional_impact,fear
spooked,ADJ,emotion,fear
spooky,ADJ,emotional_impact,fear
spookily,ADJ,emotional_impact,fear
terrify,VERB,emotional_impact,fear
terrified,ADJ,emotion,fear
terrifying,ADJ,emotional_impact,fear
terrifyingly,ADV,emotional_impact,fear
terror,NOUN,emotion,fear
terrorize,VERB,emotional_impact,fear
terrorized,ADJ,emotion,fear
terrorizing,ADJ,emotional_impact,fear
terrorizingly,ADV,emotional_impact,fear
unnerve,VERB,emotional_impact,fear
unnerved,ADJ,emotion,fear
unnerving,ADJ,emotional_impact,fear
unnervingly,ADV,emotional_impact,fear
unsettle,VERB,emotional_impact,fear
unsettled,ADJ,emotion,fear
unsettling,ADJ,emotional_impact,fear
unsettlingly,ADV,emotional_impact,fear
concern,VERB,emotional_impact,fear
concern,NOUN,emotion,fear
concerned,ADJ,emotion,fear
concerning,ADJ,emotional_impact,fear
concerningly,ADV,emotional_impact,fear
worry,NOUN,emotion,fear
worry,VERB,emotion,fear
worried,ADJ,emotion,fear
worriedly,ADV,emotion,fear
worrying,ADJ,emotional_impact,fear
worryingly,ADV,emotional_impact,fear
affront,VERB,emotional_impact,anger
affront,NOUN,emotion,anger
affronted,ADJ,emotion,anger
affrontedly,ADV,emotion,anger
aggravate,VERB,emotional_impact,anger
aggravation,NOUN,emotion,anger
aggravating,ADJ,emotional_impact,anger
aggravatingly,ADV,emotional_impact,anger
aggravated,ADJ,emotion,anger
aggravatedly,ADV,emotion,anger
aggrieve,VERB,emotional_impact,anger
aggrieved,ADJ,emotion,anger
aggrievedly,ADV,emotion,anger
alienate,VERB,emotional_impact,anger
alienation,NOUN,emotion,anger
alienated,ADJ,emotion,anger
alienating,ADJ,emotional_impact,anger
anger,VERB,emotional_impact,anger
anger,NOUN,emotion,anger
angered,ADJ,emotion,anger
angry,ADJ,emotion,anger
angrily,ADV,emotion,anger
annoy,VERB,emotional_impact,anger
annoyance,NOUN,emotion,anger
annoying,ADJ,emotional_impact,anger
annoyingly,ADV,emotional_impact,anger
