word,pos,mode,category
confuse,VERB,emotional_impact,surprise
confusion,NOUN,emotion,surprise
confused,ADJ,emotion,surprise
confusedly,ADV,emotion,surprise
confusing,ADJ,emotional_impact,surprise
confusingly,ADV,emotional_impact,surprise
daze,VERB,emotional_impact,surprise
daze,NOUN,emotion,surprise
dazed,ADJ,emotion,surprise
dazedly,ADV,emotion,surprise
dazing,ADJ,emotional_impact,surprise
dazingly,ADV,emotional_impact,surprise
discombobulate,VERB,emotional_impact,surprise
discombobulation,NOUN,emotion,surprise
discombobulated,ADJ,emotion,surprise
discombobulating,ADJ,emotional_impact,surprise
discombobulatingly,ADV,emotional_impact,surprise
discomfit,VERB,emotional_impact,surprise
discomfit,NOUN,emotion,surprise
discomfited,ADJ,emotion,surprise
discomfitedly,ADV,emotion,surprise
discomfiting,ADJ,emotional_impact,surprise
discomfitingly,ADV,emotional_impact,surprise
discomfort,VERB,emotional_impact,surprise
discomfort,NOUN,emotion,surprise
discomforted,ADJ,emotion,surprise
discomforting,ADJ,emotional_impact,surprise
discomfortingly,ADV,emotional_impact,surprise
discompose,VERB,emotional_impact,surprise
discomposed,ADJ,emotion,surprise
disconcert,VERB,emotional_impact,surprise
disconcerted,ADJ,emotion,surprise
disconcertedly,ADV,emotion,surprise
disconcerting,ADJ,emotional_impact,surprise
disconcertingly,ADV,emotional_impact,surprise
distract,VERB,emotional_impact,surprise
distraction,NOUN,emotional_impact,surprise
distracted,ADJ,emotion,surprise
distractedly,ADV,emotion,surprise
distracting,ADJ,emotional_impact,surprise
distractingly,ADV,emotional_impact,surprise
dumbfound,VERB,emotional_impact,surprise
dumbfounded,ADJ,emotion,surprise
dumbfoundedly,ADV,emotion,surprise
dumbfoundedness,NOUN,emotion,surprise
enlighten,VERB,emotional_impact,surprise
enlightenment,VERB,emotion,reflectiveness
enlightened,ADJ,emotion,surprise
enlightenedly,ADV,emotion,surprise
enlightening,ADJ,emotional_impact,surprise
enlighteningly,ADV,emotional_impact,surprise
flabbergast,VERB,emotional_impact,surprise
flabbergasted,ADJ,emotion,surprise
flabbergastedly,ADV,emotion,surprise
flabbergasting,ADJ,emotional_impact,surprise
flabbergastingly,ADV,emotional_impact,surprise
floor,VERB,emotional_impact,surprise
floored,ADJ,emotion,surprise
fluster,VERB,emotional_impact,surprise
flustered,ADJ,emotion,surprise
flusteredly,ADV,emotion,surprise
flustering,ADJ,emotional_impact,surprise
flusteringly,ADV,emotional_impact,surprise
muddle,VERB,emotional_impact,surprise
muddled,ADJ,emotion,surprise
mystify,VERB,emotional_impact,surprise
mystification,NOUN,emotion,surprise
mystified,ADJ,emotion,surprise
mystifiedly,ADV,emotion,surprise
mystifying,ADJ,emotional_impact,surprise
mystifyingly,ADV,emotional_impact,surprise
perplex,VERB,emotional_impact,surprise
perplexity,VERB,emotion,surprise
perplexed,ADJ,emotion,surprise
perplexedly,ADV,emotion,surprise
perplexing,ADJ,emotional_impact,surprise
perplexingly,ADV,emotional_impact,surprise
puzzle,VERB,emotional_impact,surprise
puzzlement,NOUN,emotion,surprise
puzzled,ADJ,emotion,surprise
puzzledly,ADV,emotion,surprise
puzzling,ADJ,emotional_impact,surprise
puzzlingly,ADV,emotional_impact,surprise
startle,VERB,emotional_impact,surprise
startlement,NOUN,emotion,surprise
startled,ADJ,emotion,surprise
startling,ADJ,emotional_impact,surprise
startlingly,ADV,emotional_impact,surprise
stump,VERB,emotional_impact,surprise
stumped,ADJ,emotion,surprise
stun,VERB,emotional_impact,surprise
stunned,ADJ,emotion,surprise
stunning,ADJ,emotional_impact,surprise
stunningly,ADV,emotional_impact,surprise
stupefy,VERB,emotional_impact,surprise
stupefaction,NOUN,emotion,surprise
stupefying,ADJ,emotional_impact,surprise
stupefyingly,ADV,emotional_impact,surprise
stupefied,ADJ,emotion,surprise
surprise,VERB,emotional_impact,surprise
surprise,NOUN,emotion,surprise
surprising,ADJ,emotional_impact,surprise
surprisingly,ADV,emotional_impact,surprise
surprised,ADJ,emotion,surprise
unprecedented,ADJ,emotional_impact,surprise
shock,VERB,emotional_impact,surprise
shock,NOUN,emotion,surprise
shocking,ADJ,emotional_impact,surprise
shockingly,ADV,emotional_impact,surprise
shocked,ADJ,emotion,surprise
stagger,VERB,emotional_impact,surprise
staggerment,NOUN,emotional_impact,surprise
staggering,ADJ,emotional_impact,surprise
staggeringly,ADV,emotional_impact,surprise
staggered,ADJ,emotion,surprise
appall,VERB,emotional_impact,disgust
appalling,ADJ,emotional_impact,disgust
appallingly,ADV,emotional_impact,disgust
appalled,ADJ,emotion,disgust
bore,VERB,emotional_impact,disgust
boring,ADJ,emotional_impact,disgust
boringly,ADV,emotional_impact,disgust
bored,ADJ,emotion,disgust
chagrin,VERB,emotional_impact,disgust
chagrin,NOUN,emotional_impact,disgust
chagrined,ADJ,emotion,disgust
disgrace,VERB,emotional_impact,disgust
disgraceful,ADJ,emotional_impact,disgust
disgracefully,ADV,emotional_impact,disgust
disgraced,ADJ,emotion,disgust
disgust,VERB,emotional_impact,disgust
disgust,NOUN,emotion,disgust
disgusting,ADJ,emotional_impact,disgust
disgustingly,ADV,emotional_impact,disgust
disgusted,ADJ,emotion,disgust
disgustedlt,ADV,emotion,disgust
disturb,VERB,emotional_impact,disgust
disturbance,NOUN,emotional_impact,disgust
disturbed,ADJ,emotion,disgust
disturbing,ADJ,emotional_impact,disgust
disturbingly,ADV,emotional_impact,disgust
horror,NOUN,emotion,disgust
horrible,ADJ,emotion,disgust
horribly,ADV,emotion,disgust
horrify,VERB,emotional_impact,disgust
horrifying,ADJ,emotional_impact,disgust
horrifyingly,ADV,emotional_impact,disgust
horrified,ADJ,emotion,disgust
scandalize,VERB,emotional_impact,disgust
scandalization,NOUN,emotional_impact,disgust
scandalized,ADJ,emotion,disgust
scandalizedly,ADV,emotion,disgust
scandalizing,ADJ,emotional_impact,disgust
scandalizingly,ADV,emotional_impact,disgust
shame,VERB,emotional_impact,disgust
shameful,ADJ,emotional_impact,disgust
shamefully,ADV,emotional_impact,disgust
shame,NOUN,emotion,disgust
shaming,ADJ,emotional_impact,disgust
shamed,ADJ,emotion,disgust
sick,ADJ,emotion,disgust
sickly,ADV,emotion,disgust
sicken,VERB,emotional_impact,disgust
sickening,ADJ,emotional_impact,disgust
sickeningly,ADV,emotional_impact,disgust
sickened,ADJ,emotion,disgust
absorb,VERB,emotional_impact,intensity
absorbtion,NOUN,emotion,intensity
absorbing,ADJ,emotional_impact,intensity
absorbed,ADJ,emotion,intensity
captivate,VERB,emotional_impact,intensity
captivation,VERB,emotion,intensity
captivating,ADJ,emotional_impact,intensity
captivatingly,ADV,emotional_impact,intensity
captivated,ADJ,emotion,intensity
captivatedly,ADV,emotion,intensity
convince,VERB,emotional_impact,intensity
conviction,NOUN,emotion,intensity
convincing,ADJ,emotional_impact,intensity
convincingly,ADV,emotional_impact,intensity
convinced,ADJ,emotion,intensity
electrify,VERB,emotional_impact,intensity
electrification,NOUN,emotional_impact,intensity
electrifying,ADJ,emotional_impact,intensity
electrifyingly,ADV,emotional_impact,intensity
electrified,ADJ,emotion,intensity
engross,VERB,emotional_impact,intensity
engrossment,NOUN,emotion,intensity
engrossing,ADJ,emotional_impact,intensity
engrossingly,ADV,emotional_impact,intensity
engrossed,ADJ,emotion,intensity
excite,VERB,emotional_impact,intensity
excitement,NOUN,emotion,intensity
exciting,ADJ,emotion,intensity
excitingly,ADV,emotion,intensity
excited,ADJ,emotion,intensity
excitedly,ADV,emotion,intensity
interest,VERB,emotional_impact,intensity
interest,NOUN,emotion,intensity
interesting,ADJ,emotion,intensity
interestingly,ADV,emotion,intensity
interested,ADJ,emotion,intensity
interestedly,ADV,emotion,intensity
intrigue,VERB,emotional_impact,intensity
intriguing,ADJ,emotional_impact,intensity
intriguingly,ADV,emotional_impact,intensity
intrigued,ADJ,emotion,intensity
matter,VERB,emotional_impact,intensity
mesmerize,VERB,emotional_impact,intensity
mesmerization,NOUN,emotion,intensity
mesmerizing,ADJ,emotional_impact,intensity
mesmerizingly,ADV,emotional_impact,intensity
mesmerized,ADJ,emotion,intensity
preoccupation,NOUN,emotion,intensity
preoccupy,VERB,emotional_impact,intensity
preoccupied,ADJ,emotion,intensity
spellbind,VERB,emotional_impact,intensity
spellbinding,ADJ,emotional_impact,intensity
spellbindingly,ADV,emotional_impact,intensity
spellbound,ADJ,emotion,intensity
tantalize,VERB,emotional_impact,desire
tantalization,VERB,emotional_impact,desire
tantalizing,ADJ,emotional_impact,desire
tantalizingly,ADV,emotional_impact,desire
tantalized,ADJ,emotion,desire
tempt,VERB,emotional_impact,desire
temptation,NOUN,emotional_impact,desire
juicy,ADJ,emotional_impact,desire
tempting,ADJ,emotional_impact,desire
temptingly,ADV,emotional_impact,desire
tempted,ADJ,emotion,desire
stimulate,VERB,emotional_impact,intensity
stimulation,NOUN,emotional_impact,intensity
stimulating,ADJ,emotional_impact,intensity
stimulatingly,ADJ,emotional_impact,intensity
stimulated,ADJ,emotion,intensity
thrill,VERB,emotional_impact,intensity
thrill,NOUN,emotion,intensity
thrilling,ADJ,emotional_impact,intensity
thrillingly,ADV,emotional_impact,intensity
thrilled,ADJ,emotion,intensity
titillate,VERB,emotional_impact,desire
titillation,NOUN,emotion,desire
titillating,ADJ,emotional_impact,desire
titillatingly,ADV,emotional_impact,desire
titillated,ADJ,emotion,desire
titillatedly,ADV,emotion,desire
be,VERB,abstract,exist
be,VERB,abstract,seem
be,AUX,abstract,exist
be,AUX,abstract,seem
exist,VERB,abstract,exist
existence,NIOUN,abstract,exist
happen,VERB,abstract,exist
live,VERB,abstract,exist
die,VERB,abstract,exist
lie,VERB,abstract,exist
stand,VERB,abstract,exist
change,VERB,abstract,exist
change,NOUN,abstract,exist
evolve,VERB,abstract,exist
evolution,NOUN,abstract,exist
clear,VERB,abstract,exist
grow,VERB,abstract,exist
growth,NOUN,abstract,exist
develop,VERB,abstract,exist
development,NOUN,abstract,exist
arise,VERB,abstract,exist
emerge,VERB,abstract,exist
emergence,NOUN,abstract,exist
fall,VERB,abstract,exist
last,VERB,abstract,exist
rise,VERB,abstract,exist
disappear,VERB,abstract,exist
disappearance,NOUN,abstract,exist
appear,VERB,abstract,exist
appearamce,NOUN,abstract,exist
flow,VERB,abstract,exist
shine,VERB,abstract,exist
sink,VERB,abstract,exist
slip,VERB,abstract,exist
occur,VERB,abstract,exist
occurrence,NOUN,abstract,exist
remain,VERB,abstract,exist
remnant,NOUN,abstract,exist
increase,VERB,abstract,quantity
increase,NOUN,abstract,quantity
proliferate,VERB,abstract,quantity
proliferation,NOUN,abstract,quantity
increment,NOUN,abstract,quantity
decrease,VERB,abstract,quantity
decrease,NOUN,abstract,quantity
decrement,NOUN,abstract,quantity
lessen,VERB,abstract,quantity
reduce,VERB,abstract,quantity
reduction,NOUN,abstract,quantity
expand,VERB,abstract,quantity
expansion,NOUN,abstract,quantity
enlarge,VERB,abstract,quantity
enlargement,NOUN,abstract,quantity
curb,VERB,abstract,quantity
curb,NOUN,abstract,quantity
curtail,VERB,abstract,quantity
curtailment,NOUN,abstract,quantity
slash,VERB,abstract,quantity
shrink,VERB,abstract,quantity
include,VERB,abstract,relation
inclusion,NOUN,abstract,relation
involve,VERB,abstract,relation
involvement,NOUN,abstract,relation
analyze,VERB,abstract,relation
analysis,NOUN,abstract,relation
constrain,VERB,abstract,relation
constraint,NOUN,abstract,relation
cover,VERB,abstract,relation
cover,NOUN,abstract,relation
present,VERB,abstract,relation
presence,NOUN,abstract,relation
contain,VERB,abstract,relation
content,NOUN,abstract,relation
indicate,VERB,communication,say
reveal,VERB,communication,say
constitute,VERB,abstract,relation
indication,NOUN,communication,say
define,VERB,communication,relation
definition,NOUN,communication,relation
derive,VERB,abstract,relation
derivation,NOUN,abstract,relation
illustrate,VERB,communication,say
illustration,NOUN,communication,say
imply,VERB,communication,say
implication,NOUN,communication,say
lack,VERB,abstract,relation
lack,NOUN,abstract,relation
owe,VERB,abstract,relation
own,VERB,abstract,relation
possess,VERB,abstract,relation
possession,NOUN,abstract,relation
suit,VERB,abstract,relation
vary,VERB,abstract,relation
variation,NOUN,abstract,relation
fit,VERB,abstract,relation
reflect,VERB,abstract,relation
reflection,NOUN,abstract,relation
reflect,VERB,cognitive,think
reflection,NOUN,cognitive,think
relate,VERB,abstract,relation
relation,NOUN,abstract,relation
reveal,VERB,abstract,relation
represent,VERB,abstract,relation
representation,NOUN,abstract,relation
mean,VERB,abstract,relation
meaning,NOUN,abstract,relation
signify,VERB,abstract,relation
significance,NOUN,abstract,relation
exemplify,VERB,abstract,relation
exemplification,NOUN,abstract,relation
solve,VERB,abstract,address
solution,NOUN,abstract,address
resolve,VERB,abstract,address
resolution,NOUN,abstract,address
address,VERB,abstract,address
ameliorate,VERB,abstract,address
amelioration,NOUN,abstract,address
fix,VERB,abstract,address
fix,NOUN,abstract,address
settle,VERB,abstract,address
settlement,NOUN,abstract,address
tackle,VERB,abstract,address
confront,VERB,abstract,address
confrontation,NOUN,abstract,address
alleviate,VERB,abstract,address
alleviation,NOUN,abstract,address
mitigate,VERB,abstract,address
mitigation,NOUN,abstract,address
improve,VERB,abstract,address
improvement,NOUN,abstract,address
relieve,VERB,abstract,address
relief,NOUN,abstract,address
correct,VERB,abstract,address
correction,NOUN,abstract,address
complicate,VERB,abstract,address
complication,NOUN,abstract,address
simplify,VERB,abstract,address
simplification,NOUN,abstract,address
help,VERB,abstract,cause
help,NOUN,abstract,cause
lead,VERB,abstract,cause
allow,VERB,abstract,cause
permit,VERB,abstract,cause
permission,NOUN,abstract,cause
ban,VERB,abstract,cause
ban,NOUN,abstract,cause
cancel,VERB,abstract,cause
cancellation,NOUN,abstract,cause
cause,VERB,abstract,cause
cause,NOUN,abstract,cause
enable,VERB,abstract,cause
enablement,VERB,abstract,cause
force,VERB,abstract,cause
force,NOUN,abstract,cause
compel,VERB,abstract,cause
compulsion,NOUN,abstract,cause
prevent,VERB,abstract,cause
prevention,NOUN,abstract,cause
avert,VERB,abstract,cause
preclude,VERB,abstract,cause
preclusion,NOUN,abstract,cause
block,VERB,abstract,cause
block,NOUN,abstract,cause
limit,VERB,abstract,cause
limit,NOUN,abstract,cause
hinder,VERB,abstract,cause
hindrance,VERB,abstract,cause
incapacitate,VERB,abstract,cause
incapacitated,ADJ,abstract,cause
incapacitation,VERB,abstract,cause
free,VERB,abstract,cause
free,ADJ,evaluation,cause
freedom,NOUN,abstract,cause
unfettered,ADJ,evaluation,cause
assist,VERB,abstract,cause
assistance,NOUN,abstract,cause
boost,VERB,abstract,cause
boost,NOUN,abstract,cause
influence,VERB,abstract,cause
influence,NOUN,abstract,cause
affect,VERB,abstract,cause
effect,NOUN,abstract,cause
make,VERB,abstract,cause
let,VERB,abstract,cause
stop,VERB,abstract,cause
stop,NOUN,abstract,cause
create,VERB,abstract,cause
creation,NOUN,abstract,cause
mutter,VERB,physical,say
whisper,VERB,physical,say
shout,VERB,physical,say
sing,VERB,physical,say
cheer,VERB,physical,say
cry,VERB,physical,say
scream,VERB,physical,say
whine,VERB,physical,say
murmur,VERB,physical,say
hiss,VERB,physical,say
howl,VERB,physical,say
choke,VERB,physical,say
cough,VERB,physical,say
chuckle,VERB,physical,say
smile,VERB,physical,say
frown,VERB,physical,say
grimace,VERB,physical,say
stare,VERB,physical,say
listen,VERB,social,say
attend,VERB,social,say
call,VERB,social,say
write,VERB,social,say
talk,VERB,social,say
speak,VERB,social,say
joke,VERB,social,say
joke,VERB,emotion,happiness
joke,VERB,emotion,happiness
jest,NOUN,social,say
joking,NOUN,emotion,happiness
jest,VERB,emotion,happiness
jest,NOUN,emotion,happiness
jesting,NOUN,emotion,happiness
lament,VERB,social,say
lament,VERB,emotion,sadness
lamentation,NOUN,emotion,sadness
laugh,VERB,social,say
laugh,VERB,emotion,happiness
laughing,NOUN,emotion,happiness
dance,VERB,emotion,happiness
dancing,NOUB,emotion,happiness
sing,VERB,emotion,happiness
singing,NOUN,emotion,happiness
tease,VERB,emotion,happiness
teasing,NOUN,emotion,happiness
gossip,VERB,social,say
commiserate,VERB,social,say
commiserate,VERB,emotion,sadness
commiseration,NOUNB,emotion,sadness
communicate,VERB,social,say
confer,VERB,social,say
bicker,VERB,social,say
bicker,VERB,emotion,anger
bickering,NOUN,emotion,anger
squabble,VERB,social,say
squabble,VERB,emotion,anger
squabble,NOUN,emotion,anger
squabbling,NOUN,emotion,anger
scold,VERB,social,say
scold,VERB,emotion,anger
scolding,NOUN,emotion,anger
fume,VERB,social,say
fume,VERB,emotion,anger
fuming,NOUN,emotion,anger
rant,VERB,social,say
rant,VERB,emotion,anger
rant,NOUN,emotion,anger
ranting,NOUN,emotion,anger
smile,VERB,social,expression
smile,VERB,emotion,happiness
smile,NOUN,emotion,happiness
smiling,NOUN,emotion,happiness
chuckle,VERB,social,expression
chuckle,VERB,emotion,happiness
chuckle,NOUN,emotion,happiness
chuckling,NOUN,emotion,happiness
giggle,VERB,social,expression
giggle,VERB,emotion,happiness
giggle,NOUN,emotion,happiness
giggling,NOUN,emotion,happiness
frown,VERB,social,expression
frown,VERB,emotion,anger
frown,NOUN,emotion,anger
frowning,NOUN,emotion,anger
shout,VERB,social,expression
shout,VERB,emotion,anger
shout,NOUN,emotion,anger
shouting,NOUN,emotion,anger
smirk,VERB,social,expression
smirk,VERB,emotion,happiness
smirk,NOUN,emotion,happiness
smirking,NOUN,emotion,happiness
publish,VERB,communication,publish
print,VERB,communication,publish
broadcast,VERB,communication,publish
broadcast,NOUN,communication,publish
say,VERB,communication,say
saying,NOUN,communication,say
state,VERB,communication,say
statement,VERB,communication,say
mention,VERB,communication,say
mention,NOUN,communication,say
add,VERB,communication,say
tell,VERB,communication,say
notify,VERB,communication,say
notification,NOUN,communication,say
inform,VERB,communication,say
announce,VERB,communication,say
announcement,NOUN,communication,say
respond,VERB,communication,say
response,NOUN,communication,say
convey,VERB,communication,say
explain,VERB,communication,say
explanation,NOUN,communication,say
describe,VERB,communication,say
description,NOUN,communication,say
clarify,VERB,communication,say
clarification,NOUN,communication,say
declare,VERB,communication,say
declaration,NOUN,communication,say
discuss,VERB,communication,say
discussion,NOUN,communication,say
emphasize,VERB,communication,say
emphasis,NOUN,communication,say
specify,VERB,communication,say
specification,NOUN,communication,say
depict,VERB,communication,say
depiction,NOUN,communication,say
present,VERB,communication,say
presentation,NOUN,communication,say
introduce,VERB,communication,say
introduction,NOUN,communication,say
certify,VERB,communication,say
certification,NOUN,communication,say
confirm,VERB,communication,say
confirmation,NOUN,communication,say
cite,VERB,communication,say
citation,NOUN,communication,say
read,VERB,communication,say
reading,NOUN,communication,say
quote,VERB,communication,say
quote,NOUN,communication,say
use,VERB,abstract,relation
use,NOUN,abstract,relation
summarize,VERB,communication,say
summary,NOUN,communication,say
conclude,VERB,communication,say
conclusion,NOUN,communication,say
testify,VERB,communication,say
testimony,NOUN,communication,say
observe,VERB,communication,say
observation,NOUN,communication,say
accept,VERB,communication,say
acceptance,NOUN,communication,say
acknowledge,VERB,communication,say
acknowledgement,NOUN,communication,say
affirm,VERB,communication,say
affirmation,NOUN,communication,say
express,VERB,communication,say
expression,NOUN,communication,say
think,VERB,cognitive,think
thinking,NOUN,cognitive,think
thought,NOUN,cognitive,think
learn,VERB,cognitive,think
learning,NOUN,cognitive,think
learning,ADJ,cognitive,think
learned,ADJ,cognitive,think
believe,VERB,cognitive,think
belief,NOUN,cognitive,think
assume,VERB,cognitive,think
assumption,NOUN,cognitive,think
rely,VERB,cognitive,think
deduce,VERB,cognitive,think
deduction,NOUN,cognitive,think
deem,VERB,cognitive,think
figure,VERB,cognitive,think
gather,VERB,cognitive,think
reckon,VERB,cognitive,think
reckoning,NOUN,cognitive,think
guess,VERB,cognitive,think
guess,NOUN,cognitive,think
posit,VERB,cognitive,think
hypothesize,VERB,cognitive,think
hypothesis,NOUN,cognitive,think
speculate,VERB,cognitive,think
speculation,NOUN,cognitive,think
philosophize,VERB,cognitive,think
philosophy,NOUN,cognitive,think
suppose,VERB,cognitive,think
supposition,NOUN,cognitive,think
suspect,VERB,cognitive,think
suspicion,NOUN,cognitive,think
fancy,VERB,cognitive,think
fancy,NOUN,cognitive,think
presume,VERB,cognitive,think
presumption,NOUN,cognitive,think
bet,VERB,cognitive,think
bet,NOUN,cognitive,think
infer,VERB,cognitive,think
inference,NOUN,cognitive,think
conclude,VERB,cognitive,think
conclusion,NOUN,cognitive,think
reason,VERB,cognitive,think
reason,NOUN,cognitive,think
see,VERB,cognitive,interpret
sight,NOUN,cognitive,interpret
watch,VERB,cognitive,interpret
watch,NOUN,cognitive,interpret
read,VERB,cognitive,interpret
reading,NOUN,cognitive,interpret
ignore,VERB,cognitive,interpret
ignorance,NOUN,cognitive,interpret
disregard,VERB,cognitive,interpret
disregard,NOUN,cognitive,interpret
compare,VERB,cognitive,interpret
comparison,NOUN,cognitive,interpret
examine,VERB,cognitive,interpret
examination,NOUN,cognitive,interpret
estimate,VERB,cognitive,interpret
estimate,NOUN,cognitive,interpret
characterize,VERB,cognitive,interpret
characterization,NOUN,cognitive,interpret
assess,VERB,cognitive,interpret
assessment,NOUN,cognitive,interpret
measure,VERB,cognitive,interpret
measuremeant,NOUN,cognitive,interpret
rate,VERB,cognitive,interpret
rating,NOUN,cognitive,interpret
identify,VERB,cognitive,interpret
identification,NOUN,cognitive,interpret
determine,VERB,cognitive,interpret
determination,NOUN,cognitive,interpret
ascertain,VERB,cognitive,interpret
pinpoint,VERB,cognitive,interpret
count,VERB,cognitive,interpret
designate,VERB,cognitive,interpret
designation,NOUN,cognitive,interpret
detect,VERB,cognitive,interpret
detection,NOUN,cognitive,interpret
predict,VERB,cognitive,interpret
prediction,NOUN,cognitive,interpret
anticipate,VERB,cognitive,interpret
anticipation,NOUN,cognitive,interpret
foresee,VERB,cognitive,interpret
foresight,NOUN,cognitive,interpret
interpret,VERB,cognitive,interpret
interpretation,NOUN,cognitive,interpret
portray,VERB,cognitive,interpret
portrayal,NOUN,cognitive,interpret
discover,VERB,cognitive,interpret
discovery,NOUN,cognitive,interpret
notice,VERB,cognitive,interpret
notice,NOUN,cognitive,interpret
judge,VERB,cognitive,interpret
judgement,NOUN,cognitive,interpret
judgment,NOUN,cognitive,interpret
misjudge,VERB,cognitive,interpret
misjudgement,NOUN,cognitive,interpret
misjudgment,NOUN,cognitive,interpret
credit,VERB,cognitive,interpret
consider,VERB,cognitive,perceive
consideration,NOUN,cognitive,perceive
concentrate,VERB,cognitive,perceive
concentration,NOUN,cognitive,perceive
focus,VERB,cognitive,perceive
focus,NOUN,cognitive,perceive
look,VERB,cognitive,perceive
look,NOUN,cognitive,perceive
regard,VERB,cognitive,perceive
regard,NOUN,cognitive,perceive
perceive,VERB,cognitive,perceive
perception,NOUN,cognitive,perceive
scrutinize,VERB,cognitive,perceive
scrutiny,NOUN,cognitive,perceive
evaluate,VERB,cognitive,perceive
evaluation,NOUN,cognitive,perceive
understand,VERB,cognitive,perceive
misunderstand,VERB,cognitive,perceive
know,VERB,cognitive,perceive
knowledge,NOUN,cognitive,perceive
remember,VERB,cognitive,perceive
memory,NOUN,cognitive,perceive
forget,VERB,cognitive,perceive
imagine,VERB,cognitive,perceive
imagination,NOUN,cognitive,perceive
recall,VERB,cognitive,perceive
recall,NOUN,cognitive,perceive
recollect,VERB,cognitive,perceive
recollection,NOUN,cognitive,perceive
recognize,VERB,cognitive,perceive
recognition,NOUN,cognitive,perceive
choose,VERB,cognitive,plan
choice,VERB,cognitive,plan
decide,VERB,cognitive,plan
decision,NOUN,cognitive,plan
decisive,ADJ,cognitive,plan
implement,VERB,cognitive,plan
implementation,NOUN,cognitive,plan
design,VERB,cognitive,plan
design,NOUN,cognitive,plan
intend,VERB,cognitive,plan
resolve,VERB,cognitive,plan
require,VERB,cognitive,plan
aim,VERB,cognitive,plan
aim,NOUN,cognitive,plan
agree,VERB,cognitive,plan
agreement,NOUN,cognitive,plan
consent,VERB,cognitive,plan
consent,NOUN,cognitive,plan
dissent,VERB,cognitive,plan
dissent,NOUN,cognitive,plan
prepare,VERB,cognitive,plan
preparation,NOUN,cognitive,plan
volunteer,VERB,cognitive,plan
volunteer,NOUN,cognitive,plan
voluntary,ADJ,cognitive,plan
schedule,VERB,cognitive,plan
schedule,NOUN,cognitive,plan
fail,VERB,cognitive,plan
failure,NOUN,cognitive,plan
succeed,VERB,cognitive,plan
success,NOUN,cognitive,plan
try,VERB,cognitive,plan
trial,NOUN,cognitive,plan
attempt,VERB,cognitive,plan
attempt,NOUN,cognitive,plan
need,VERB,cognitive,plan
need,NOUN,cognitive,plan
require,VERB,cognitive,plan
requirement,NOUN,cognitive,plan
agree,VERB,communication,argue
agreement,NOUN,communication,argue
argue,VERB,communication,argue
claim,VERB,communication,argue
assure,VERB,communication,argue
allege,VERB,communication,argue
stipulate,VERB,communication,argue
grant,VERB,communication,argue
contend,VERB,communication,argue
insist,VERB,communication,argue
maintain,VERB,communication,argue
proclaim,VERB,communication,argue
stress,VERB,communication,argue
teach,VERB,communication,argue
endorse,VERB,communication,argue
submit,VERB,communication,argue
prove,VERB,communication,argue
ascertain,VERB,communication,argue
demonstrate,VERB,communication,argue
establish,VERB,communication,argue
show,VERB,communication,argue
find,VERB,communication,argue
determine,VERB,communication,argue
check,VERB,communication,argue
calculate,VERB,communication,argue
disprove,VERB,communication,argue
bolster,VERB,communication,argue
enhance,VERB,communication,argue
strengthen,VERB,communication,argue
warrant,VERB,communication,argue
undermine,VERB,communication,argue
jeopardize,VERB,communication,argue
weaken,VERB,communication,argue
detract,VERB,communication,argue
refute,VERB,communication,argue
challenge,VERB,communication,argue
rebut,VERB,communication,argue
counter,VERB,communication,argue
concede,VERB,communication,argue
admit,VERB,communication,argue
favor,VERB,communication,conflict
back,VERB,communication,conflict
justify,VERB,communication,conflict
oppose,VERB,communication,conflict
combat,VERB,communication,conflict
challenge,VERB,communication,conflict
attack,VERB,communication,conflict
defeat,VERB,communication,conflict
battle,VERB,communication,conflict
beat,VERB,communication,conflict
conflict,VERB,communication,conflict
overwhelm,VERB,communication,conflict
deny,VERB,communication,conflict
disagree,VERB,communication,conflict
contradict,VERB,communication,conflict
dismiss,VERB,communication,conflict
resist,VERB,communication,conflict
abuse,VERB,communication,conflict
accuse,VERB,communication,conflict
accuse,VERB,communication,evaluation
acquit,VERB,communication,conflict
acquit,VERB,communication,evaluation
apologize,VERB,communication,conflict
belittle,VERB,communication,conflict
belittle,VERB,communication,evaluation
boast,VERB,communication,conflict
complain,VERB,communication,conflict
complain,VERB,communication,evaluation
commend,VERB,communication,conflict
commend,VERB,communication,evaluation
condemn,VERB,communication,conflict
condemn,VERB,communication,evaluation
compliment,VERB,communication,conflict
compliment,VERB,communication,evaluation
congratulate,VERB,communication,conflict
congratulate,VERB,communication,evaluation
curse,VERB,communication,conflict
curse,VERB,communication,evaluation
praise,VERB,communication,conflict
praise,VERB,communication,evaluation
accuse,VERB,communication,conflict
accuse,VERB,communication,evaluation
forgive,VERB,communication,conflict
forgive,VERB,communication,evaluation
trust,VERB,communication,conflict
trust,VERB,communication,evaluation
excuse,VERB,communication,conflict
excuse,VERB,communication,evaluation
deserve,VERB,communication,conflict
deserve,VERB,evaluated_role,social
merit,VERB,evaluated_role,social
need,VERB,evaluated_role,social
mistreat,VERB,communication,conflict
threaten,VERB,communication,conflict
reassure,VERB,communication,conflict
defame,VERB,communication,conflict
defame,VERB,communication,evaluation
denounce,VERB,communication,conflict
denounce,VERB,communication,evaluation
impeach,VERB,communication,conflict
impeach,VERB,communication,evaluation
lambaste,VERB,communication,conflict
lambaste,VERB,communication,evaluation
deride,VERB,communication,conflict
deride,VERB,communication,evaluation
rebuke,VERB,communication,conflict
rebuke,VERB,communication,evaluation
